image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel,qy_rel,qz_rel,qw_rel,elapsed_time_s
Basler_acA2040-35gm__23324651__20250710_164529554_0012.tiff,61.9426,-53.0127,786.103,-28.3268,41.6261,789.209,94.9837,-89.9551,0.941792,130.823,-0.0393241,-0.999952,0.00204892,0.00955335,0.00041063,0.105805
Basler_acA2040-35gm__23324651__20250710_164529554_0013.tiff,61.9375,-53.0093,786.095,-28.329,41.6282,789.194,94.9801,-89.9545,0.9321,130.82,-0.0423981,-0.999951,0.00211479,0.00962717,0.000414053,0.101279
Basler_acA2040-35gm__23324651__20250710_164529554_0014.tiff,61.9295,-53.0063,786.108,-28.3373,41.6341,789.216,94.982,-89.9558,0.963719,130.823,-0.039918,-0.99995,0.00203357,0.00973535,0.000417905,0.111629
Basler_acA2040-35gm__23324651__20250710_164529554_0015.tiff,61.9295,-53.0063,786.108,-28.3373,41.6341,789.216,94.982,-89.9558,0.963719,130.823,-0.039918,-0.99995,0.00203357,0.00973535,0.000417905,0.0955709
Basler_acA2040-35gm__23324651__20250710_164529554_0016.tiff,61.9331,-53.0048,786.095,-28.3348,41.6338,789.209,94.9826,-89.9546,0.958802,130.822,-0.0402982,-0.999952,0.00205819,0.00952943,0.000416098,0.108391
Basler_acA2040-35gm__23324651__20250710_164529554_0017.tiff,61.937,-53.0025,786.107,-28.3304,41.6366,789.195,94.9811,-89.9557,0.936808,130.822,-0.0408403,-0.999951,0.00193055,0.00968923,0.000426475,0.10324
Basler_acA2040-35gm__23324651__20250710_164529554_0018.tiff,61.9391,-53.0028,786.106,-28.3289,41.6347,789.189,94.9817,-89.9536,0.942797,130.821,-0.0418097,-0.99995,0.00217155,0.00974853,0.000412663,0.123649
Basler_acA2040-35gm__23324651__20250710_164529554_0019.tiff,61.9391,-53.0028,786.106,-28.3289,41.6347,789.189,94.9817,-89.9536,0.942797,130.821,-0.0418097,-0.99995,0.00217155,0.00974853,0.000412663,0.0903193
Basler_acA2040-35gm__23324651__20250710_164529554_0020.tiff,61.9492,-53.0071,786.107,-28.3193,41.6305,789.195,94.9815,-89.9548,0.939723,130.821,-0.0411788,-0.999951,0.00223699,0.00959085,0.000409735,0.115963
Basler_acA2040-35gm__23324651__20250710_164529554_0021.tiff,61.9458,-53.0113,786.12,-28.3222,41.6274,789.196,94.9801,-89.9572,0.873321,130.822,-0.0409808,-0.999953,0.00198641,0.00948712,0.000425323,0.0972222
Basler_acA2040-35gm__23324651__20250710_164529554_0022.tiff,61.9458,-53.0113,786.12,-28.3222,41.6274,789.196,94.9801,-89.9572,0.873321,130.822,-0.0409808,-0.999953,0.00198641,0.00948712,0.000425323,0.103192
Basler_acA2040-35gm__23324651__20250710_164529554_0023.tiff,61.9483,-53.0131,786.114,-28.32,41.6261,789.202,94.9809,-89.9573,0.878766,130.822,-0.0402628,-0.999952,0.00202734,0.00952867,0.000422292,0.0920608
Basler_acA2040-35gm__23324651__20250710_164529554_0024.tiff,61.942,-53.0125,786.11,-28.3267,41.6256,789.184,94.9823,-89.9545,0.911942,130.822,-0.0409998,-0.99995,0.00197975,0.00978153,0.00041362,0.0986344
Basler_acA2040-35gm__23324651__20250710_164529554_0025.tiff,61.9278,-53.0084,786.112,-28.3393,41.6306,789.195,94.9823,-89.9539,0.924754,130.821,-0.0412971,-0.999951,0.00193902,0.00974096,0.00041286,0.0862343
Basler_acA2040-35gm__23324651__20250710_164529554_0026.tiff,61.9184,-53.0051,786.102,-28.3479,41.6346,789.199,94.9831,-89.953,0.971752,130.822,-0.0409527,-0.999949,0.0019299,0.00994976,0.00041547,0.0949434
Basler_acA2040-35gm__23324651__20250710_164529554_0027.tiff,61.9184,-53.0051,786.102,-28.3479,41.6346,789.199,94.9831,-89.953,0.971752,130.822,-0.0409527,-0.999949,0.0019299,0.00994976,0.00041547,0.0927957
Basler_acA2040-35gm__23324651__20250710_164529554_0028.tiff,61.9144,-53.0048,786.126,-28.3523,41.6362,789.2,94.983,-89.9548,0.907786,130.822,-0.0403115,-0.999951,0.00191387,0.00967623,0.000414514,0.106668
Basler_acA2040-35gm__23324651__20250710_164529554_0029.tiff,61.9144,-53.0048,786.126,-28.3523,41.6362,789.2,94.983,-89.9548,0.907786,130.822,-0.0403115,-0.999951,0.00191387,0.00967623,0.000414514,0.107293
Basler_acA2040-35gm__23324651__20250710_164529554_0030.tiff,61.9105,-53.0092,786.127,-28.3559,41.6323,789.194,94.9824,-89.9552,0.923443,130.822,-0.0403341,-0.99995,0.00194376,0.00982269,0.00041894,0.126125
Basler_acA2040-35gm__23324651__20250710_164529554_0031.tiff,61.9105,-53.0092,786.127,-28.3559,41.6323,789.194,94.9824,-89.9552,0.923443,130.822,-0.0403341,-0.99995,0.00194376,0.00982269,0.00041894,0.108529
Basler_acA2040-35gm__23324651__20250710_164529554_0032.tiff,61.918,-53.0155,786.101,-28.3472,41.623,789.189,94.9809,-89.9527,0.959956,130.82,-0.0428884,-0.99995,0.00205031,0.00976431,0.000418226,0.119142
Basler_acA2040-35gm__23324651__20250710_164529554_0033.tiff,61.9276,-53.018,786.095,-28.3383,41.6183,789.175,94.9812,-89.9511,0.901127,130.818,-0.0441441,-0.999952,0.00203303,0.00962362,0.000411932,0.106304
Basler_acA2040-35gm__23324651__20250710_164529554_0034.tiff,61.9276,-53.018,786.095,-28.3383,41.6183,789.175,94.9812,-89.9511,0.901127,130.818,-0.0441441,-0.999952,0.00203303,0.00962362,0.000411932,0.105192
Basler_acA2040-35gm__23324651__20250710_164529554_0035.tiff,61.9234,-53.0206,786.094,-28.3406,41.6185,789.183,94.9806,-89.9531,0.903908,130.819,-0.0432072,-0.99995,0.00191658,0.00977157,0.000414854,0.0993066
Basler_acA2040-35gm__23324651__20250710_164529554_0036.tiff,61.9286,-53.0207,786.107,-28.3382,41.6193,789.186,94.9824,-89.9545,0.910023,130.822,-0.0408875,-0.999951,0.00212417,0.00965897,0.000408306,0.0976845
Basler_acA2040-35gm__23324651__20250710_164529554_0037.tiff,61.9332,-53.0145,786.102,-28.3343,41.6253,789.194,94.9825,-89.9552,0.924603,130.822,-0.0402125,-0.999951,0.00196767,0.00965499,0.00041373,0.0869222
Basler_acA2040-35gm__23324651__20250710_164529554_0038.tiff,61.9272,-53.0085,786.094,-28.3388,41.6311,789.194,94.9827,-89.9531,0.964805,130.821,-0.041245,-0.999951,0.00191814,0.00970309,0.000411674,0.105411
Basler_acA2040-35gm__23324651__20250710_164529554_0039.tiff,61.9272,-53.0085,786.094,-28.3388,41.6311,789.194,94.9827,-89.9531,0.964805,130.821,-0.041245,-0.999951,0.00191814,0.00970309,0.000411674,0.102148
Basler_acA2040-35gm__23324651__20250710_164529554_0040.tiff,61.922,-53.0072,786.094,-28.3442,41.632,789.191,94.9827,-89.9528,0.952982,130.821,-0.0415459,-0.999951,0.00195012,0.00967122,0.00041062,0.124148
Basler_acA2040-35gm__23324651__20250710_164529554_0041.tiff,61.9165,-53.0037,786.1,-28.3497,41.636,789.204,94.9832,-89.9531,0.962786,130.822,-0.0409246,-0.99995,0.0019624,0.00975814,0.000412395,0.0945195
Basler_acA2040-35gm__23324651__20250710_164529554_0042.tiff,61.9127,-53.0022,786.089,-28.353,41.6386,789.211,94.9839,-89.9534,0.973211,130.822,-0.0400792,-0.999952,0.00198683,0.00963115,0.000413118,0.107333
Basler_acA2040-35gm__23324651__20250710_164529554_0043.tiff,61.9127,-53.0022,786.089,-28.353,41.6386,789.211,94.9839,-89.9534,0.973211,130.822,-0.0400792,-0.999952,0.00198683,0.00963115,0.000413118,0.0985015
Basler_acA2040-35gm__23324651__20250710_164529554_0044.tiff,61.9243,-53.0027,786.094,-28.3426,41.637,789.217,94.983,-89.9545,0.981218,130.823,-0.0399944,-0.999953,0.00210045,0.00945854,0.00041199,0.0976316
Basler_acA2040-35gm__23324651__20250710_164529554_0045.tiff,61.9309,-53.0013,786.093,-28.3366,41.6387,789.214,94.9834,-89.9553,0.947213,130.823,-0.0393756,-0.999953,0.00212683,0.0094222,0.000407339,0.111249
Basler_acA2040-35gm__23324651__20250710_164529554_0046.tiff,61.9375,-53.0024,786.105,-28.3313,41.6377,789.213,94.9842,-89.9553,0.953761,130.824,-0.0387415,-0.999952,0.00207034,0.00958918,0.000413495,0.098489
Basler_acA2040-35gm__23324651__20250710_164529554_0047.tiff,61.9375,-53.0024,786.105,-28.3313,41.6377,789.213,94.9842,-89.9553,0.953761,130.824,-0.0387415,-0.999952,0.00207034,0.00958918,0.000413495,0.120336
Basler_acA2040-35gm__23324651__20250710_164529554_0048.tiff,61.9357,-53.0002,786.098,-28.3325,41.6387,789.202,94.9838,-89.9537,0.961316,130.822,-0.0401011,-0.999951,0.00205642,0.00967627,0.00041174,0.121213
Basler_acA2040-35gm__23324651__20250710_164529554_0049.tiff,61.9433,-52.9991,786.092,-28.3251,41.64,789.211,94.9837,-89.9548,0.957444,130.823,-0.0394198,-0.999953,0.00201807,0.00947725,0.000409902,0.0889466
Basler_acA2040-35gm__23324651__20250710_164529554_0050.tiff,61.9294,-52.9959,786.095,-28.3363,41.6432,789.201,94.9821,-89.9534,0.944642,130.821,-0.041654,-0.999951,0.00204269,0.0096269,0.000406336,0.103866
