image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel,qy_rel,qz_rel,qw_rel,elapsed_time_s
Basler_acA2040-35gm__23324651__20250619_163451303_0011.tiff,-125.527,107.902,997.261,-23.4516,9.74147,1002.16,-100.542,99.6766,-5.88534,141.7,0.278216,-0.999983,-0.00434574,0.00346043,-0.00188085,0.0688418
Basler_acA2040-35gm__23324651__20250619_163457187_0000.tiff,-125.576,107.913,997.315,-23.4895,9.74482,1002.03,-100.541,99.6641,-6.27529,141.707,0.285273,-0.999977,-0.00500007,0.00418337,-0.00189818,0.0785093
Basler_acA2040-35gm__23324651__20250619_163457187_0001.tiff,-125.576,107.913,997.315,-23.4895,9.74482,1002.03,-100.541,99.6641,-6.27529,141.707,0.285273,-0.999977,-0.00500007,0.00418337,-0.00189818,0.0670336
Basler_acA2040-35gm__23324651__20250619_163457187_0002.tiff,-125.576,107.913,997.315,-23.4895,9.74482,1002.03,-100.541,99.6641,-6.27529,141.707,0.285273,-0.999977,-0.00500007,0.00418337,-0.00189818,0.0690617
Basler_acA2040-35gm__23324651__20250619_163457187_0003.tiff,-125.551,107.912,997.367,-23.4571,9.7409,1002.08,-100.549,99.6635,-6.33007,141.715,0.293309,-0.999978,-0.00472186,0.0043253,-0.00191516,0.0756983
Basler_acA2040-35gm__23324651__20250619_163457187_0004.tiff,-125.531,107.901,997.293,-23.448,9.74046,1002.11,-100.551,99.6591,-6.10213,141.703,0.281265,-0.999982,-0.00438573,0.00350568,-0.00191186,0.072012
Basler_acA2040-35gm__23324651__20250619_163457187_0005.tiff,-125.531,107.901,997.293,-23.448,9.74046,1002.11,-100.551,99.6591,-6.10213,141.703,0.281265,-0.999982,-0.00438573,0.00350568,-0.00191186,0.0678009
Basler_acA2040-35gm__23324651__20250619_163457187_0006.tiff,-125.54,107.901,997.307,-23.4526,9.73684,1002.09,-100.545,99.6637,-6.21548,141.707,0.285581,-0.999977,-0.00477536,0.0044603,-0.00192526,0.0748819
Basler_acA2040-35gm__23324651__20250619_163457187_0007.tiff,-125.57,107.916,997.38,-23.4747,9.7422,1002.1,-100.545,99.6788,-6.21348,141.717,0.296113,-0.999976,-0.00528883,0.00416047,-0.00188078,0.069429
Basler_acA2040-35gm__23324651__20250619_163457187_0008.tiff,-125.579,107.914,997.379,-23.4857,9.74032,1002.07,-100.546,99.6629,-6.391,141.714,0.293126,-0.999975,-0.00494498,0.00475431,-0.00192841,0.0767942
Basler_acA2040-35gm__23324651__20250619_163457187_0009.tiff,-125.579,107.914,997.379,-23.4857,9.74032,1002.07,-100.546,99.6629,-6.391,141.714,0.293126,-0.999975,-0.00494498,0.00475431,-0.00192841,0.0746933
Basler_acA2040-35gm__23324651__20250619_163457187_0010.tiff,-125.568,107.912,997.34,-23.4789,9.74373,1002.06,-100.548,99.6666,-6.17596,141.709,0.287966,-0.999976,-0.00512107,0.00431319,-0.00190843,0.0731245
Basler_acA2040-35gm__23324651__20250619_163457187_0011.tiff,-125.572,107.92,997.352,-23.4816,9.74653,1002.07,-100.551,99.6723,-6.14399,141.714,0.292249,-0.999977,-0.00521512,0.00393619,-0.00190476,0.0792799
Basler_acA2040-35gm__23324651__20250619_163457187_0012.tiff,-125.572,107.92,997.352,-23.4816,9.74653,1002.07,-100.551,99.6723,-6.14399,141.714,0.292249,-0.999977,-0.00521512,0.00393619,-0.00190476,0.0691694
Basler_acA2040-35gm__23324651__20250619_163457187_0013.tiff,-125.562,107.915,997.306,-23.4773,9.7469,1002.1,-100.551,99.6657,-6.12137,141.708,0.286937,-0.999977,-0.00507079,0.00414515,-0.00193169,0.068746
Basler_acA2040-35gm__23324651__20250619_163457187_0014.tiff,-125.564,107.916,997.323,-23.4768,9.74613,1002.05,-100.553,99.6564,-6.26439,141.71,0.288238,-0.99998,-0.00478307,0.00372819,-0.00192714,0.0690904
Basler_acA2040-35gm__23324651__20250619_163457187_0015.tiff,-125.564,107.916,997.323,-23.4768,9.74613,1002.05,-100.553,99.6564,-6.26439,141.71,0.288238,-0.99998,-0.00478307,0.00372819,-0.00192714,0.0774273
Basler_acA2040-35gm__23324651__20250619_163457187_0016.tiff,-125.553,107.905,997.247,-23.4765,9.74348,1002.08,-100.542,99.6666,-6.04579,141.699,0.277909,-0.999978,-0.00480863,0.0041343,-0.00191309,0.0680211
Basler_acA2040-35gm__23324651__20250619_163457187_0017.tiff,-125.553,107.905,997.247,-23.4765,9.74348,1002.08,-100.542,99.6666,-6.04579,141.699,0.277909,-0.999978,-0.00480863,0.0041343,-0.00191309,0.0672879
Basler_acA2040-35gm__23324651__20250619_163457187_0018.tiff,-125.546,107.906,997.349,-23.452,9.73394,1002.03,-100.555,99.6534,-6.36988,141.714,0.292374,-0.999977,-0.00469755,0.0043935,-0.00194354,0.0700458
Basler_acA2040-35gm__23324651__20250619_163457187_0019.tiff,-125.551,107.902,997.343,-23.4577,9.72972,1002.06,-100.547,99.6677,-6.29562,141.714,0.293068,-0.999975,-0.00500981,0.00452856,-0.0019095,0.0719571
Basler_acA2040-35gm__23324651__20250619_163457187_0020.tiff,-125.551,107.902,997.343,-23.4577,9.72972,1002.06,-100.547,99.6677,-6.29562,141.714,0.293068,-0.999975,-0.00500981,0.00452856,-0.0019095,0.0768191
Basler_acA2040-35gm__23324651__20250619_163457187_0021.tiff,-125.553,107.907,997.358,-23.459,9.73666,1002.15,-100.554,99.6585,-6.37042,141.716,0.294649,-0.999979,-0.0041962,0.00460985,-0.00193966,0.0704831
Basler_acA2040-35gm__23324651__20250619_163457187_0022.tiff,-125.553,107.897,997.258,-23.4713,9.7341,1002.04,-100.538,99.6672,-6.16667,141.702,0.280817,-0.999975,-0.00524735,0.00429245,-0.00190019,0.0752809
Basler_acA2040-35gm__23324651__20250619_163457187_0023.tiff,-125.553,107.897,997.258,-23.4713,9.7341,1002.04,-100.538,99.6672,-6.16667,141.702,0.280817,-0.999975,-0.00524735,0.00429245,-0.00190019,0.076975
Basler_acA2040-35gm__23324651__20250619_163457187_0024.tiff,-125.567,107.9,997.274,-23.4861,9.73581,1002.03,-100.545,99.6652,-6.07853,141.702,0.280762,-0.999975,-0.00557404,0.00388075,-0.00191713,0.0766653
Basler_acA2040-35gm__23324651__20250619_163457187_0025.tiff,-125.571,107.902,997.29,-23.4855,9.73568,1002.05,-100.551,99.6605,-6.16118,141.706,0.284724,-0.999976,-0.00528438,0.00401672,-0.00193034,0.0694259
Basler_acA2040-35gm__23324651__20250619_163457187_0026.tiff,-125.568,107.905,997.327,-23.4787,9.73585,1002.02,-100.545,99.6615,-6.30102,141.709,0.287483,-0.999976,-0.00499513,0.00436287,-0.00191637,0.0793914
Basler_acA2040-35gm__23324651__20250619_163457187_0027.tiff,-125.559,107.906,997.368,-23.4649,9.73297,1002.09,-100.547,99.6725,-6.25926,141.716,0.29455,-0.999976,-0.00505104,0.00442429,-0.00189946,0.0875955
